carat,cut,color,clarity,depth,table,price,x,y,z,color_classification,z_depth,table_width,volume,top_symmetry,vol_symmetry
0.74,3,2,2,63.0,58.0,2282,5.73,5.77,3.62,1.0,22806.0,33234.0,119.684802,0.9930675909878685,9.13317679558011
0.33,5,2,5,59.6,56.0,1002,4.54,4.49,2.69,1.0,16032.400000000001,25424.0,54.834574,1.0111358574610245,7.577918215613384
0.4,5,2,2,62.1,53.0,629,4.75,4.78,2.96,1.0,18381.6,25175.0,67.2068,0.9937238493723849,7.670608108108109
0.4,4,3,4,59.3,59.0,842,4.79,4.83,2.85,1.0,16900.5,28261.0,65.936745,0.9917184265010351,8.11778947368421
1.03,3,1,2,60.9,57.0,4545,6.53,6.55,3.98,1.0,24238.2,37221.0,170.23057,0.9969465648854963,10.746608040201005
0.71,5,6,3,61.9,56.0,2660,5.71,5.74,3.54,2.0,21912.600000000002,31976.0,116.02491599999999,0.994773519163763,9.258587570621469
0.3,4,2,3,61.3,60.0,526,4.24,4.28,2.61,1.0,15999.3,25440.0,47.364192,0.9906542056074766,6.952950191570882
1.22,3,4,3,62.1,58.0,6334,6.84,6.89,4.26,2.0,26454.6,39672.0,200.76357599999997,0.9927431059506532,11.06281690140845
0.24,3,1,6,60.1,57.0,499,4.03,4.09,2.44,1.0,14664.400000000001,22971.0,40.217788,0.9853300733496333,6.7552049180327876
0.4,4,2,3,62.2,58.0,737,4.71,4.74,2.94,1.0,18286.8,27318.0,65.63667600000001,0.9936708860759493,7.593673469387756
0.58,5,2,5,60.1,57.0,1965,5.41,5.47,3.27,1.0,19652.7,30837.0,96.768129,0.9890310786106034,9.049755351681958
0.55,3,6,2,63.1,58.0,1041,5.15,5.19,3.26,2.0,20570.6,29870.000000000004,87.13491,0.9922928709055877,8.1989263803681
0.34,4,6,6,61.5,60.0,765,4.49,4.45,2.75,2.0,16912.5,26940.000000000004,54.94637500000001,1.0089887640449438,7.265636363636364
1.0,1,2,4,57.3,64.0,6285,6.59,6.46,3.79,1.0,21716.7,42176.0,161.345606,1.020123839009288,11.232559366754616
0.56,4,1,3,61.4,58.0,1814,5.33,5.29,3.26,1.0,20016.399999999998,30914.0,91.917982,1.007561436672968,8.648987730061352
0.39,3,3,6,61.7,56.0,965,4.7,4.74,2.91,1.0,17954.700000000004,26320.0,64.82898000000002,0.9915611814345991,7.655670103092784
0.9,3,1,3,62.1,60.0,4289,6.11,6.19,3.82,1.0,23722.2,36660.0,144.475838,0.9870759289176091,9.900759162303666
0.72,3,6,4,63.3,57.0,2393,5.66,5.72,3.6,2.0,22788.0,32262.0,116.55072,0.9895104895104896,8.99311111111111
0.33,5,3,8,62.2,53.0,971,4.47,4.5,2.79,1.0,17353.800000000003,23691.0,56.12085,0.9933333333333333,7.209677419354838
0.33,5,2,4,60.8,57.0,928,4.47,4.45,2.71,1.0,16476.8,25479.0,53.905965,1.0044943820224719,7.340036900369004
0.23,3,4,7,62.0,56.0,484,3.95,3.98,2.46,2.0,15252.000000000002,22120.0,38.67366,0.992462311557789,6.390650406504065
0.5,5,7,4,62.5,53.0,915,5.09,5.12,3.19,2.0,19937.5,26977.0,83.133952,0.994140625,8.169529780564263
0.51,3,4,4,62.3,59.0,1438,5.07,5.1,3.17,2.0,19749.1,29913.0,81.96669,0.9941176470588237,8.156782334384857
1.0,3,2,5,63.2,55.0,7532,6.34,6.29,3.99,1.0,25216.800000000003,34870.0,159.115614,1.0079491255961843,9.994636591478695
1.17,5,4,6,61.7,55.0,8947,6.74,6.77,4.17,2.0,25728.899999999998,37070.0,190.276266,0.9955686853766619,10.94239808153477
1.07,4,4,2,62.0,59.0,4401,6.54,6.5,4.04,2.0,25048.0,38586.0,171.7404,1.0061538461538462,10.522277227722771
1.61,5,3,4,62.1,57.0,15819,7.49,7.56,4.67,1.0,29000.7,42693.0,264.435948,0.9907407407407408,12.125139186295504
0.5,5,2,2,63.0,57.0,1181,5.09,5.04,3.19,1.0,20097.0,29013.0,81.834984,1.0099206349206349,8.041880877742948
1.0,4,4,3,60.8,58.0,4816,6.48,6.45,3.93,2.0,23894.399999999998,37584.0,164.25828000000004,1.0046511627906978,10.635114503816794
0.7,5,4,6,59.9,58.0,3234,5.78,5.8,3.47,2.0,20785.3,33524.0,116.32828,0.9965517241379311,9.661095100864554
0.57,5,3,6,62.0,55.0,2360,5.31,5.3,3.29,1.0,20398.0,29204.999999999996,92.59047,1.00188679245283,8.554103343465044
0.74,3,4,5,59.8,58.0,2896,5.85,5.89,3.51,2.0,20989.799999999996,33929.99999999999,120.942315,0.9932088285229203,9.816666666666666
0.36,5,1,3,62.5,56.0,663,4.55,4.57,2.85,1.0,17812.5,25480.0,59.261475000000004,0.9956236323851202,7.295964912280702
0.91,3,3,4,62.1,58.0,4917,6.19,6.24,3.86,1.0,23970.6,35902.00000000001,149.094816,0.9919871794871795,10.006632124352333
0.34,5,3,2,60.1,56.0,447,4.54,4.55,2.73,1.0,16407.3,25424.0,56.39361,0.9978021978021978,7.566666666666666
0.3,3,2,4,62.1,62.0,575,4.21,4.26,2.63,1.0,16332.300000000001,26102.0,47.167998,0.9882629107981221,6.819239543726236
1.02,5,1,2,62.0,58.0,5235,6.4,6.51,4.0,1.0,24800.0,37120.00000000001,166.656,0.9831029185867897,10.416
1.51,2,3,2,63.4,57.0,9301,7.25,7.29,4.61,1.0,29227.4,41325.0,243.650025,0.9945130315500685,11.464750542299349
1.52,4,6,2,59.8,62.0,8010,7.47,7.41,4.45,2.0,26611.0,46314.0,246.319515,1.0080971659919027,12.438808988764045
0.91,5,3,3,62.0,55.0,5176,6.21,6.24,3.86,1.0,23932.0,34155.0,149.57654399999998,0.9951923076923076,10.038963730569948
0.93,2,7,3,63.7,54.0,2438,6.15,6.09,3.9,2.0,24843.0,33210.0,146.06865,1.0098522167487685,9.603461538461538
0.26,5,5,4,61.3,56.0,434,4.09,4.13,2.52,2.0,15447.6,22904.0,42.567084,0.9903147699757869,6.703055555555555
0.36,5,1,3,61.3,56.0,636,4.61,4.65,2.84,1.0,17409.199999999997,25816.000000000004,60.87966,0.9913978494623655,7.548063380281691
1.7,4,6,4,61.7,59.0,11257,7.63,7.68,4.72,2.0,29122.399999999998,45017.0,276.58444799999995,0.9934895833333334,12.414915254237288
0.31,5,1,4,60.4,56.0,734,4.39,4.42,2.66,1.0,16066.400000000001,24583.999999999996,51.614107999999995,0.9932126696832578,7.294661654135337
0.31,1,2,3,56.9,66.0,579,4.53,4.47,2.56,1.0,14566.399999999998,29898.0,51.837695999999994,1.0134228187919465,7.909804687499999
1.01,3,4,2,61.9,55.0,3852,6.43,6.46,3.99,2.0,24698.1,35365.0,165.73582199999998,0.9953560371517027,10.410476190476189
0.36,4,3,3,61.5,58.0,770,4.6,4.54,2.81,1.0,17281.5,26679.999999999996,58.68403999999999,1.0132158590308369,7.432028469750889
2.0,4,5,2,62.8,57.0,11975,8.05,8.01,5.04,2.0,31651.2,45885.0,324.98172000000005,1.0049937578027466,12.793750000000001
0.27,5,3,4,60.9,57.0,577,4.17,4.2,2.55,1.0,15529.499999999998,23769.0,44.6607,0.9928571428571428,6.868235294117647
1.13,4,3,8,59.8,60.0,12549,6.82,6.76,4.06,1.0,24278.799999999996,40920.00000000001,187.178992,1.0088757396449706,11.355467980295568
1.01,3,2,4,62.0,55.0,6399,6.42,6.46,3.99,1.0,24738.000000000004,35310.0,165.478068,0.9938080495356038,10.394285714285713
0.38,4,3,3,62.0,58.0,838,4.63,4.6,2.86,1.0,17732.0,26854.000000000004,60.912279999999996,1.0065217391304349,7.4468531468531465
1.24,5,4,3,61.0,56.4,6895,6.93,6.99,4.25,2.0,25925.0,39085.2,205.872975,0.9914163090128755,11.397811764705882
0.35,5,1,4,61.8,55.0,829,4.53,4.56,2.81,1.0,17365.8,24915.0,58.045608,0.9934210526315791,7.3511743772242
1.01,3,2,3,61.1,57.0,5339,6.43,6.46,3.94,1.0,24073.4,36651.0,163.658932,0.9953560371517027,10.54258883248731
1.01,4,5,3,58.8,62.0,4191,6.59,6.54,3.86,2.0,22696.8,40858.0,166.360596,1.007645259938838,11.165440414507772
0.37,5,6,8,61.4,55.0,754,4.65,4.67,2.86,2.0,17560.399999999998,25575.000000000004,62.10633000000001,0.9957173447537474,7.592832167832169
0.73,1,3,1,66.9,54.0,1158,5.62,5.54,3.74,1.0,25020.600000000006,30348.0,116.44415200000002,1.0144404332129964,8.324812834224598
0.3,4,4,6,61.9,59.0,878,4.28,4.25,2.64,2.0,16341.6,25252.0,48.02160000000001,1.0070588235294118,6.890151515151516
0.51,4,1,5,59.5,57.0,1873,5.24,5.21,3.11,1.0,18504.5,29868.0,84.90424399999999,1.0057581573896353,8.778263665594855
1.33,5,6,4,62.6,55.0,7325,7.01,7.05,4.4,2.0,27544.000000000007,38555.0,217.4502,0.9943262411347518,11.231931818181817
0.41,5,4,4,61.4,54.0,1061,4.84,4.77,2.95,2.0,18113.0,26136.0,68.10606,1.0146750524109016,7.8260338983050834
0.53,4,2,3,62.2,56.0,1654,5.22,5.16,3.23,1.0,20090.600000000002,29232.0,87.00069599999999,1.0116279069767442,8.33907120743034
0.53,5,4,5,61.3,57.0,1922,5.18,5.22,3.19,2.0,19554.7,29526.0,86.25632399999999,0.9923371647509579,8.476363636363635
0.62,5,2,5,61.3,56.0,2731,5.52,5.54,3.39,1.0,20780.699999999997,30912.0,103.66891199999999,0.9963898916967509,9.02088495575221
1.5,5,6,3,62.1,55.0,8685,7.32,7.36,4.56,2.0,28317.6,40260.0,245.67091200000002,0.9945652173913043,11.814736842105265
0.67,3,4,4,61.7,59.7,2131,5.56,5.61,3.45,2.0,21286.5,33193.200000000004,107.61102000000001,0.9910873440285204,9.04104347826087
0.27,3,2,7,59.9,57.0,620,4.23,4.25,2.54,1.0,15214.599999999999,24111.0,45.662850000000006,0.9952941176470589,7.077755905511812
0.7,1,5,3,64.7,58.0,2051,5.59,5.54,3.6,2.0,23292.0,32421.999999999996,111.48696,1.0090252707581226,8.602388888888889
0.3,5,3,7,61.8,54.0,802,4.33,4.37,2.69,1.0,16624.2,23382.0,50.900449,0.9908466819221968,7.034237918215614
1.0,5,1,3,59.9,56.0,5929,6.51,6.54,3.91,1.0,23420.9,36456.0,166.469814,0.9954128440366972,10.888849104859336
0.73,3,4,6,61.4,58.0,3288,5.83,5.86,3.59,2.0,22042.6,33814.0,122.648042,0.9948805460750852,9.516378830083566
1.53,3,5,4,60.9,63.0,11452,7.37,7.41,4.5,2.0,27405.0,46431.0,245.75265,0.9946018893387314,12.135933333333334
0.71,3,6,7,63.5,57.0,2456,5.65,5.68,3.6,2.0,22860.0,32205.0,115.5312,0.994718309859155,8.914444444444444
0.52,5,5,4,61.7,54.0,1238,5.18,5.22,3.21,2.0,19805.7,27971.999999999996,86.79711599999999,0.9923371647509579,8.423551401869158
0.56,5,2,4,61.6,57.0,1625,5.3,5.32,3.27,1.0,20143.2,30209.999999999996,92.20092000000001,0.9962406015037593,8.622629969418961
0.32,4,4,4,60.8,59.0,720,4.44,4.41,2.69,2.0,16355.199999999999,26196.000000000004,52.671276,1.0068027210884354,7.278959107806692
0.88,3,2,2,59.1,58.0,3150,6.22,6.3,3.7,1.0,21867.0,36076.0,144.9882,0.9873015873015872,10.59081081081081
0.52,2,3,3,63.8,56.0,1244,5.07,5.12,3.25,1.0,20735.0,28392.0,84.3648,0.990234375,7.9872000000000005
0.3,5,4,3,62.0,58.0,477,4.27,4.29,2.65,2.0,16430.0,24765.999999999996,48.54349499999999,0.9953379953379953,6.912566037735848
0.32,5,6,4,62.5,55.0,449,4.38,4.39,2.74,2.0,17125.0,24090.0,52.685268,0.9977220956719818,7.017591240875911
0.72,5,5,4,61.7,56.0,3122,5.74,5.77,3.56,2.0,21965.2,32144.0,117.906488,0.9948006932409014,9.303314606741573
1.51,2,2,3,63.6,56.0,12490,7.34,7.23,4.63,1.0,29446.800000000003,41104.0,245.705766,1.0152143845089903,11.461814254859613
1.03,5,5,2,61.1,57.0,4325,6.48,6.52,3.97,2.0,24256.7,36936.0,167.73091200000002,0.9938650306748468,10.642216624685139
0.3,4,1,3,62.1,59.0,662,4.31,4.29,2.67,1.0,16580.699999999997,25428.999999999996,49.368033,1.0046620046620045,6.9250561797752805
1.6,5,7,4,61.9,55.0,8886,7.51,7.54,4.66,2.0,28845.4,41305.0,263.874364,0.9960212201591512,12.15137339055794
0.41,4,3,5,58.6,61.0,1076,4.87,4.83,2.84,1.0,16642.4,29707.0,66.802764,1.0082815734989647,8.28242957746479
0.9,3,1,2,61.2,54.0,3975,6.25,6.29,3.84,1.0,23500.8,33750.0,150.96,0.9936406995230525,10.237630208333334
0.93,3,4,2,62.9,56.0,4163,6.2,6.23,3.91,2.0,24593.899999999998,34720.0,151.02766000000003,0.9951845906902086,9.878772378516626
0.5,2,1,3,62.9,59.0,1436,4.94,5.01,3.13,1.0,19687.699999999997,29146.000000000004,77.465622,0.9860279441117765,7.907156549520767
0.97,4,5,2,58.8,58.0,3346,6.44,6.41,3.78,2.0,22226.399999999998,37352.00000000001,156.039912,1.0046801872074884,10.920740740740742
1.01,3,6,4,62.9,56.0,5067,6.38,6.43,4.03,2.0,25348.7,35728.0,165.324302,0.9922239502332815,10.179503722084366
0.52,5,3,8,60.6,57.0,2598,5.22,5.21,3.16,1.0,19149.600000000002,29753.999999999996,85.93999199999999,1.0019193857965452,8.60639240506329
0.51,5,1,4,61.9,55.0,1597,5.15,5.19,3.2,1.0,19808.0,28325.0,85.53120000000001,0.9922928709055877,8.35265625
1.35,5,1,4,61.3,57.0,10796,7.13,7.09,4.36,1.0,26726.800000000003,40641.0,220.405412,1.005641748942172,11.594426605504585
0.9,3,5,5,63.5,59.0,4234,6.13,6.1,3.88,2.0,24638.0,36167.0,145.08483999999999,1.0049180327868852,9.637371134020619
0.52,3,4,7,60.9,56.0,1913,5.18,5.24,3.17,2.0,19305.3,29008.0,86.043944,0.9885496183206106,8.562523659305993
0.25,3,5,7,60.1,62.0,450,4.08,4.11,2.46,2.0,14784.6,25296.0,41.251248000000004,0.9927007299270072,6.816585365853659
0.41,4,4,4,62.4,58.0,827,4.72,4.76,2.96,2.0,18470.4,27376.0,66.502912,0.9915966386554622,7.59027027027027
0.68,3,4,8,62.7,56.0,3143,5.56,5.6,3.5,2.0,21945.0,31135.999999999996,108.97599999999998,0.9928571428571429,8.895999999999999
0.31,4,2,3,62.7,58.0,471,4.32,4.35,2.72,1.0,17054.4,25056.0,51.114239999999995,0.9931034482758622,6.908823529411763
1.01,1,4,5,64.6,60.0,6353,6.34,6.22,4.06,2.0,26227.599999999995,38040.0,160.10528799999997,1.0192926045016077,9.713004926108374
0.55,5,2,5,61.1,55.0,1975,5.3,5.33,3.25,1.0,19857.5,29150.0,91.80924999999999,0.9943714821763602,8.692
0.36,4,4,8,62.5,60.0,1148,4.53,4.49,2.82,2.0,17625.0,27180.0,57.357954,1.0089086859688197,7.212659574468086
0.37,3,3,2,60.7,57.0,487,4.62,4.67,2.82,1.0,17117.4,26334.000000000004,60.842628000000005,0.9892933618843683,7.650851063829788
0.31,5,2,5,60.4,57.0,942,4.4,4.37,2.65,1.0,16006.0,25080.0,50.9542,1.0068649885583525,7.2558490566037745
1.02,3,5,3,62.9,59.0,4796,6.38,6.41,4.02,2.0,25285.8,37642.0,164.401116,0.9953198127925117,10.173084577114428
0.3,4,3,4,61.1,59.0,776,4.32,4.29,2.63,1.0,16069.3,25488.000000000004,48.741264,1.006993006993007,7.046692015209127
1.2,4,4,3,62.7,58.0,6451,6.71,6.66,4.19,2.0,26271.300000000003,38918.0,187.245234,1.0075075075075075,10.665536992840094
2.01,1,4,2,65.6,56.0,15562,7.89,7.84,6.16,2.0,40409.59999999999,44184.0,381.042816,1.006377551020408,10.041818181818181
0.85,3,2,4,60.2,60.0,3871,6.09,6.14,3.68,1.0,22153.600000000002,36540.0,137.60476799999998,0.99185667752443,10.16103260869565
1.02,2,5,2,57.9,61.0,3770,6.75,6.68,3.89,2.0,22523.1,41175.0,175.40009999999998,1.0104790419161678,11.591259640102827
0.7,3,6,3,61.6,63.0,1856,5.68,5.59,3.47,2.0,21375.2,35784.0,110.176664,1.0161001788908766,9.150201729106627
0.71,4,3,2,62.2,57.0,2040,5.66,5.6,3.5,1.0,21770.0,32262.0,110.93599999999999,1.010714285714286,9.056
0.72,5,2,7,61.6,56.0,4702,5.75,5.77,3.55,1.0,21868.0,32200.0,117.78012499999997,0.9965337954939342,9.345774647887323
1.0,4,3,5,62.3,61.0,7336,6.38,6.33,3.96,1.0,24670.8,38918.0,159.92618399999998,1.0078988941548184,10.198333333333332
0.7,2,2,2,57.8,61.0,2310,5.88,5.82,3.38,1.0,19536.399999999998,35868.0,115.669008,1.0103092783505154,10.124733727810652
0.58,5,4,5,62.6,54.0,1884,5.3,5.34,3.33,2.0,20845.8,28620.0,94.24566,0.9925093632958801,8.499099099099098
1.24,4,5,2,61.2,57.0,5694,7.02,6.87,4.25,2.0,26010.000000000004,40014.0,204.96644999999998,1.0218340611353711,11.347623529411763
1.06,5,3,1,61.8,55.0,3544,6.55,6.58,4.06,1.0,25090.799999999996,36025.0,174.98193999999998,0.9954407294832827,10.61551724137931
0.38,4,5,6,62.0,58.0,833,4.62,4.64,2.87,2.0,17794.0,26795.999999999996,61.523616,0.9956896551724139,7.4692682926829255
1.22,4,1,2,62.0,60.0,6046,6.8,6.74,4.2,1.0,26040.000000000004,40800.0,192.4944,1.0089020771513353,10.912380952380952
0.3,4,3,4,61.5,60.0,776,4.29,4.26,2.63,1.0,16174.5,25739.999999999996,48.06430199999999,1.0070422535211268,6.948821292775665
0.4,5,3,5,61.3,56.0,1050,4.76,4.73,2.91,1.0,17838.3,26656.0,65.518068,1.0063424947145876,7.737044673539519
0.28,3,5,6,62.0,55.0,522,4.21,4.23,2.62,2.0,16244.0,23155.0,46.65774600000001,0.995271867612293,6.797061068702291
1.06,5,5,3,62.1,56.0,5020,6.51,6.57,4.06,2.0,25212.6,36456.0,173.64904199999998,0.9908675799086757,10.534655172413794
0.51,3,2,3,62.5,57.0,1438,5.06,5.09,3.17,1.0,19812.5,28841.999999999996,81.644618,0.9941060903732809,8.124731861198738
0.3,2,5,3,63.7,56.0,540,4.22,4.2,2.68,2.0,17071.600000000002,23632.0,47.50032,1.0047619047619047,6.613432835820896
0.71,3,2,7,63.0,57.0,3808,5.66,5.7,3.58,1.0,22554.0,32262.0,115.49796,0.9929824561403509,9.011731843575419
1.21,5,6,5,61.5,56.0,6691,6.83,6.87,4.22,2.0,25952.999999999996,38248.0,198.011262,0.9941775836972343,11.11898104265403
1.26,5,7,3,62.0,56.0,5301,6.9,6.93,4.29,2.0,26598.0,38640.0,205.13493,0.9956709956709958,11.146153846153846
0.81,4,4,4,62.0,58.0,2994,5.95,5.92,3.68,2.0,22816.0,34510.0,129.62432,1.0050675675675675,9.571739130434784
0.41,4,5,3,61.7,60.0,876,4.75,4.71,2.92,2.0,18016.4,28500.0,65.3277,1.0084925690021231,7.6618150684931505
1.01,1,2,1,64.5,58.0,2788,6.29,6.21,4.03,1.0,25993.5,36482.0,157.415427,1.0128824476650564,9.692531017369726
0.51,3,5,6,62.2,61.0,1577,5.06,5.1,3.16,2.0,19655.2,30865.999999999996,81.54696,0.9921568627450981,8.166455696202531
1.15,3,5,2,63.0,54.0,4483,6.64,6.73,4.21,2.0,26523.0,35856.0,188.13311199999998,0.9866270430906389,10.614536817102136
0.54,5,1,4,62.6,57.0,1993,5.24,5.18,3.26,1.0,20407.6,29868.0,88.48683199999999,1.0115830115830118,8.326134969325153
0.42,4,1,6,62.8,59.0,1241,4.76,4.73,2.98,1.0,18714.399999999998,28083.999999999996,67.094104,1.0063424947145876,7.5553020134228195
1.23,4,5,4,58.5,62.0,6150,7.0,6.98,4.09,2.0,23926.5,43400.0,199.8374,1.002865329512894,11.946210268948656
1.2,3,6,4,61.7,59.0,5884,6.83,6.88,4.23,2.0,26099.100000000006,40297.0,198.769392,0.9927325581395349,11.108841607565012
1.35,1,6,4,61.6,62.0,7182,7.15,7.1,4.39,2.0,27042.399999999998,44330.0,222.85834999999997,1.0070422535211268,11.56378132118451
0.5,3,5,3,63.1,59.0,1181,5.02,4.96,3.15,2.0,19876.5,29617.999999999996,78.43247999999998,1.0120967741935483,7.904507936507936
0.74,5,4,2,61.9,55.0,2487,5.82,5.84,3.61,2.0,22345.899999999998,32010.000000000004,122.69956799999999,0.9965753424657535,9.415180055401661
1.71,4,7,3,61.7,59.0,8690,7.63,7.7,4.73,2.0,29184.100000000006,45017.0,277.89223000000004,0.9909090909090909,12.420930232558138
0.45,1,2,4,65.8,58.0,951,4.81,4.74,3.14,1.0,20661.2,27897.999999999996,71.590116,1.0147679324894514,7.260955414012738
0.72,5,2,4,61.7,55.0,3427,5.8,5.77,3.57,1.0,22026.9,31900.0,119.47361999999997,1.0051993067590987,9.37422969187675
1.0,3,3,4,63.2,56.0,6701,6.32,6.37,4.01,1.0,25343.199999999997,35392.0,161.436184,0.9921507064364208,10.039501246882795
2.15,5,6,2,61.7,55.0,14519,8.43,8.24,5.14,2.0,31713.8,46365.0,357.040848,1.0230582524271845,13.514241245136187
0.32,5,4,6,62.0,54.0,708,4.39,4.42,2.73,2.0,16926.0,23705.999999999996,52.97237399999999,0.9932126696832578,7.107619047619046
1.29,5,5,5,61.8,56.0,9273,6.97,7.02,4.32,2.0,26697.6,39032.0,211.37500799999998,0.9928774928774929,11.326249999999998
0.36,3,6,4,61.6,58.0,505,4.52,4.57,2.8,2.0,17248.0,26215.999999999996,57.83791999999999,0.9890590809628007,7.377285714285714
0.53,4,2,4,61.6,57.0,1813,5.21,5.18,3.2,1.0,19712.0,29696.999999999996,86.36096,1.005791505791506,8.4336875
0.5,2,3,2,57.7,62.0,926,5.22,5.18,3.0,1.0,17310.000000000004,32364.0,81.1188,1.0077220077220077,9.0132
0.71,5,4,5,62.7,57.0,2930,5.69,5.73,3.58,2.0,22446.600000000002,32433.000000000004,116.72124600000001,0.9930191972076788,9.107178770949721
0.56,5,1,5,62.5,56.0,2292,5.26,5.3,3.3,1.0,20625.0,29456.0,91.99739999999998,0.9924528301886792,8.447878787878787
0.31,3,3,7,59.2,62.0,777,4.34,4.41,2.59,1.0,15332.800000000001,26908.0,49.571045999999996,0.9841269841269841,7.389729729729729
1.01,3,2,7,62.3,56.0,10704,6.41,6.47,4.01,1.0,24982.3,35896.0,166.30552699999998,0.9907264296754251,10.342319201995013
0.43,4,4,5,61.8,59.0,943,4.83,4.88,3.0,2.0,18539.999999999996,28497.000000000004,70.71119999999999,0.9897540983606558,7.8568
0.71,3,2,2,62.2,58.0,2313,5.68,5.73,3.55,1.0,22081.0,32944.0,115.53971999999999,0.9912739965095985,9.168
0.7,5,5,4,63.0,55.0,2536,5.7,5.67,3.58,2.0,22554.0,31350.0,115.70202000000002,1.0052910052910053,9.027653631284917
1.22,5,3,2,62.5,56.2,6401,6.81,6.85,4.27,1.0,26687.5,38272.2,199.18909499999995,0.9941605839416058,10.924707259953161
1.52,5,6,8,62.2,57.0,10419,7.27,7.33,4.54,2.0,28238.800000000003,41439.0,241.932514,0.9918144611186902,11.737687224669603
0.41,3,2,3,63.2,57.0,667,4.69,4.74,2.98,1.0,18833.600000000002,26733.000000000004,66.24718800000001,0.989451476793249,7.459932885906041
0.32,5,6,7,62.0,55.3,553,4.39,4.42,2.73,2.0,16926.0,24276.699999999997,52.97237399999999,0.9932126696832578,7.107619047619046
1.6,5,4,7,60.8,56.0,16339,7.58,7.54,4.6,2.0,27967.999999999996,42448.0,262.90472,1.0053050397877985,12.424608695652175
0.4,5,4,4,62.3,54.0,792,4.73,4.77,2.96,2.0,18440.8,25542.0,66.783816,0.9916142557651993,7.622331081081081
0.53,5,2,2,61.2,55.0,1229,5.23,5.26,3.21,1.0,19645.2,28765.000000000004,88.306458,0.9942965779467682,8.570031152647976
0.51,3,4,5,63.4,57.0,1709,5.08,5.04,3.21,2.0,20351.399999999998,28956.0,82.186272,1.007936507936508,7.976074766355141
0.32,4,4,5,59.2,59.0,828,4.47,4.45,2.64,2.0,15628.800000000001,26372.999999999996,52.513560000000005,1.0044943820224719,7.5346590909090905
0.33,3,4,2,60.0,56.0,460,4.52,4.55,2.73,2.0,16380.000000000002,25311.999999999996,56.145179999999996,0.9934065934065933,7.533333333333333
1.0,4,1,2,62.4,58.0,4730,6.33,6.36,3.96,1.0,24710.399999999998,36714.0,159.424848,0.9952830188679245,10.166363636363636
0.39,5,1,5,61.9,57.0,1095,4.69,4.71,2.91,1.0,18012.899999999998,26733.000000000004,64.281609,0.9957537154989385,7.591030927835051
0.36,5,5,4,62.0,55.0,599,4.58,4.63,2.86,2.0,17732.0,25190.0,60.647444,0.9892008639308856,7.414475524475525
0.42,5,5,3,62.4,57.0,898,4.79,4.76,2.98,2.0,18595.2,27303.000000000004,67.945192,1.0063025210084033,7.651140939597315
0.74,4,6,2,59.8,58.0,2042,5.93,5.88,3.53,2.0,21109.399999999998,34394.0,123.085452,1.0085034013605443,9.87773371104816
1.01,3,2,2,63.4,58.0,3801,6.43,6.34,4.05,1.0,25677.0,37294.0,165.10311,1.0141955835962144,10.06572839506173
0.53,5,4,5,61.2,55.0,1754,5.23,5.26,3.21,2.0,19645.2,28765.000000000004,88.306458,0.9942965779467682,8.570031152647976
1.0,1,3,3,61.3,62.0,5040,6.45,6.37,3.93,1.0,24090.899999999998,39990.0,161.46994500000002,1.012558869701727,10.454580152671756
1.0,1,5,4,64.8,55.0,3819,6.35,6.28,4.09,2.0,26503.199999999997,34925.0,163.10102,1.0111464968152866,9.750122249388754
1.01,3,3,2,63.4,60.0,3563,6.33,6.26,3.99,1.0,25296.600000000002,37980.0,158.106942,1.011182108626198,9.931278195488721
0.9,2,5,4,64.0,57.0,3538,6.14,6.11,3.92,2.0,25088.0,34997.99999999999,147.06036799999998,1.0049099836333877,9.570255102040816
0.4,5,4,3,61.0,55.0,855,4.76,4.81,2.92,2.0,17812.0,26180.0,66.85515199999999,0.9896049896049897,7.840958904109589
0.32,5,4,5,62.3,55.0,559,4.39,4.41,2.74,2.0,17070.2,24145.0,53.046126,0.9954648526077097,7.065656934306569
0.4,4,3,3,61.7,62.0,920,4.76,4.71,2.92,1.0,18016.4,29512.0,65.465232,1.010615711252654,7.677945205479452
0.31,5,3,5,61.0,56.0,642,4.38,4.4,2.68,1.0,16348.000000000002,24528.0,51.64896000000001,0.9954545454545454,7.191044776119403
0.32,5,6,4,62.2,57.0,576,4.42,4.39,2.74,2.0,17042.800000000003,25194.0,53.166411999999994,1.0068337129840548,7.081678832116786
0.51,5,4,6,61.8,56.0,1974,5.16,5.1,3.17,2.0,19590.6,28896.000000000004,83.42172,1.0117647058823531,8.301577287066246
0.55,5,1,5,61.3,56.0,2251,5.28,5.32,3.25,1.0,19922.5,29568.0,91.29120000000002,0.9924812030075187,8.642953846153848
1.52,4,6,3,60.5,60.0,8852,7.48,7.4,4.5,2.0,27225.0,44880.0,249.084,1.010810810810811,12.300444444444445
1.09,4,1,2,61.2,60.0,5164,6.6,6.64,4.05,1.0,24786.0,39600.0,177.48719999999997,0.9939759036144579,10.82074074074074
0.33,3,4,5,61.2,57.0,643,4.46,4.49,2.73,2.0,16707.6,25422.0,54.669342,0.9933184855233852,7.335311355311355
1.6,1,1,2,64.7,58.0,8666,7.35,7.28,4.73,1.0,30603.100000000006,42629.99999999999,253.09284000000002,1.0096153846153846,11.31247357293869
1.01,2,2,3,56.9,61.0,4928,6.65,6.6,3.77,1.0,21451.3,40565.0,165.4653,1.0075757575757578,11.641909814323608
0.7,3,3,7,59.3,62.0,3270,5.74,5.77,3.41,1.0,20221.3,35588.0,112.938518,0.9948006932409014,9.712551319648092
